pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
-150,z,10,3,43,3,,,,,118.64843380008824,119.64858170005027,119.64858170005027,119.64858170005027,119.64858170005027,119.64858170005027,120.64812480006367,120.64812480006367,lshift,0,1.280756900086999,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,11,0,44,0,,,,,121.94814860005863,122.94770540005993,122.94770540005993,122.94770540005993,122.94770540005993,122.94770540005993,123.94799950008746,123.94799950008746,x,1,1.5419945999747142,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,11,1,45,1,,,,,125.5142416000599,126.49758560000919,126.49758560000919,126.49758560000919,126.49758560000919,126.51429520000238,127.51406970003154,127.51406970003154,v,1,0.3786650999682024,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,11,2,46,2,,,,,127.91402650007512,128.9138180000009,128.9138180000009,128.9138180000009,128.9138180000009,128.9138180000009,129.91401020006742,129.91401020006742,c,1,0.3492238000035286,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,11,3,47,3,,,,,130.280102299992,131.2802182000596,131.2802182000596,131.2802182000596,131.2802182000596,131.2802182000596,132.27986230002716,132.27986230002716,z,1,0.4163942999439314,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,,,,,0,0,0,1,132.7131371999858,133.7131250000093,133.7131250000093,133.7131250000093,133.7131250000093,133.7131250000093,134.7132376000518,134.7132376000518,v,1,1.0067415999947116,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,,,,,0,1,1,3,135.74624290002976,136.74590290000197,136.74590290000197,136.74590290000197,136.74590290000197,136.74590290000197,137.74615290004294,137.74615290004294,z,1,0.5440435000928119,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,0,2,2,2,138.32961640006397,139.32905320008285,139.32905320008285,139.32905320008285,139.32905320008285,139.32905320008285,140.32901340001263,140.32901340001263,c,1,0.3400673000141978,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,0,3,3,2,140.69539290003013,141.69554240000434,141.69554240000434,141.69554240000434,141.69554240000434,141.69554240000434,142.69562880008016,142.69562880008016,c,1,0.5575547000626102,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,1,0,4,2,143.27863830002025,144.27862670004833,144.27862670004833,144.27862670004833,144.27862670004833,144.27862670004833,145.27830100001302,145.27830100001302,c,1,0.45542319992091507,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,,,,,1,1,5,3,145.7617066000821,146.76156840007752,146.76156840007752,146.76156840007752,146.76156840007752,146.76156840007752,147.76129920000676,147.76129920000676,z,1,0.4463312999578193,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,1,2,6,2,148.22797080001328,149.2279335000785,149.2279335000785,149.2279335000785,149.2279335000785,149.2279335000785,150.2277506000828,150.2277506000828,c,1,0.36839990003500134,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,,,,,1,3,7,1,150.62800830008928,151.62769270001445,151.62769270001445,151.62769270001445,151.62769270001445,151.62769270001445,152.6275806000922,152.6275806000922,v,1,0.4870000999653712,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,,,,,2,0,8,1,153.1440966000082,154.14385850005783,154.14385850005783,154.14385850005783,154.14385850005783,154.14385850005783,155.14390170003753,155.14390170003753,v,1,0.3560518000740558,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,,,,,2,1,9,3,155.52715940005146,156.5268959000241,156.5268959000241,156.5268959000241,156.5268959000241,156.5268959000241,157.52695580001455,157.52695580001455,z,1,0.45711660000961274,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,,,,,2,2,10,3,158.01018330000807,159.0099673999939,159.0099673999939,159.0099673999939,159.0099673999939,159.0099673999939,160.00985030003358,160.00985030003358,z,1,0.5334631000878289,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,2,3,11,2,160.57608300005086,161.55935240001418,161.55935240001418,161.55935240001418,161.55935240001418,161.57590400008485,162.55940300005022,162.55940300005022,c,1,0.37298600003123283,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,,,,,3,0,12,0,162.9592599000316,163.95941860007588,163.95941860007588,163.95941860007588,163.95941860007588,163.95941860007588,164.95932790008374,164.95932790008374,x,1,0.3789466000162065,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,,,,,3,1,13,1,165.35894240008201,166.35907270002645,166.35907270002645,166.35907270002645,166.35907270002645,166.35907270002645,167.35893029998988,167.35893029998988,v,1,0.5583918000338599,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,3,2,14,2,167.94180580007378,168.94205290009268,168.94205290009268,168.94205290009268,168.94205290009268,168.94205290009268,169.94188510009553,169.94188510009553,c,1,0.31889780005440116,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,3,3,15,2,170.29208220005967,171.29181060008705,171.29181060008705,171.29181060008705,171.29181060008705,171.29181060008705,172.29158860002644,172.29158860002644,c,1,0.4457645999500528,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,,,,,4,0,16,3,172.75809230003506,173.75787740002852,173.75787740002852,173.75787740002852,173.75787740002852,173.75787740002852,174.7580635000486,174.7580635000486,z,1,0.4014622999820858,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,,,,,4,1,17,0,175.19151989999227,176.19113930000458,176.19113930000458,176.19113930000458,176.19113930000458,176.19113930000458,177.19075860001612,177.19075860001612,x,1,0.36791210004594177,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,,,,,4,2,18,0,177.59086850006133,178.59101640002336,178.59101640002336,178.59101640002336,178.59101640002336,178.59101640002336,179.5909221000038,179.5909221000038,x,1,0.4586987999500707,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,4,3,19,2,180.07378010009415,181.07366840005852,181.07366840005852,181.07366840005852,181.07366840005852,181.07366840005852,182.07363240001723,182.07363240001723,c,1,0.33057450002525,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,,,,,5,0,20,1,182.4237487000646,183.4236459999811,183.4236459999811,183.4236459999811,183.4236459999811,183.4236459999811,184.42343339999206,184.42343339999206,v,1,0.48354389995802194,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,,,,,5,1,21,0,184.92325720004737,185.92321220005397,185.92321220005397,185.92321220005397,185.92321220005397,185.92321220005397,186.92287120001856,186.92287120001856,x,1,0.6292654999997467,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,,,,,5,2,22,0,187.57319130003452,188.57287979999091,188.57287979999091,188.57287979999091,188.57287979999091,188.57287979999091,189.57275120005943,189.57275120005943,x,1,0.5146040000254288,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,,,,,5,3,23,3,190.10596030007582,191.10575200000312,191.10575200000312,191.10575200000312,191.10575200000312,191.10575200000312,192.10591909999494,192.10591909999494,z,1,0.625866899965331,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,,,,,6,0,24,1,192.7555533000268,193.75562310009263,193.75562310009263,193.75562310009263,193.75562310009263,193.75562310009263,194.7556454000296,194.7556454000296,v,1,0.5347297999542207,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,,,,,6,1,25,3,195.32207120000385,196.32189270004164,196.32189270004164,196.32189270004164,196.32189270004164,196.32189270004164,197.32188260008115,197.32188260008115,z,1,0.533370399964042,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,,,,,6,2,26,3,197.87151760002598,198.87142800004221,198.87142800004221,198.87142800004221,198.87142800004221,198.87142800004221,199.8713698000647,199.8713698000647,z,1,0.5277303999755532,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,,,,,6,3,27,3,200.42131270002574,201.42104390007444,201.42104390007444,201.42104390007444,201.42104390007444,201.42104390007444,202.4211862999946,202.4211862999946,z,1,0.5221919000614434,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,7,0,28,2,202.9709272000473,203.97079610009678,203.97079610009678,203.97079610009678,203.97079610009678,203.97079610009678,204.97079769999254,204.97079769999254,c,1,0.4664879000047222,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,,,,,7,1,29,0,205.45389660005458,206.45392410003114,206.45392410003114,206.45392410003114,206.45392410003114,206.45392410003114,207.45384880003985,207.45384880003985,x,1,0.43287089990917593,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,7,2,30,2,207.90366750000976,208.90372110006865,208.90372110006865,208.90372110006865,208.90372110006865,208.90372110006865,209.903601200087,209.903601200087,c,1,0.6526864999905229,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,,,,,7,3,31,0,210.5865938999923,211.5866534000961,211.5866534000961,211.5866534000961,211.5866534000961,211.5866534000961,212.58626630005892,212.58626630005892,x,1,0.4895924999145791,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,,,,,8,0,32,3,213.103033100022,214.10273520008195,214.10273520008195,214.10273520008195,214.10273520008195,214.10273520008195,215.10302180005237,215.10302180005237,z,1,0.36329609993845224,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,,,,,8,1,33,0,215.48599700001068,216.486014300026,216.486014300026,216.486014300026,216.486014300026,216.486014300026,217.48604089999571,217.48604089999571,x,1,0.37370749993715435,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,,,,,8,2,34,1,217.8859003999969,218.8857519000303,218.8857519000303,218.8857519000303,218.8857519000303,218.8857519000303,219.8853342999937,219.8853342999937,v,1,0.5992647999664769,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,,,,,8,3,35,0,220.50183419999667,221.50195130007342,221.50195130007342,221.50195130007342,221.50195130007342,221.50195130007342,222.50190510007087,222.50190510007087,x,1,0.4367704999167472,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,,,,,9,0,36,1,222.96851600008085,223.96837370004505,223.96837370004505,223.96837370004505,223.96837370004505,223.96837370004505,224.96811350004282,224.96811350004282,v,1,0.43413710000459105,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,,,,,9,1,37,1,225.43495810008608,226.43476259999443,226.43476259999443,226.43476259999443,226.43476259999443,226.43476259999443,227.43447310000192,227.43447310000192,v,1,0.4933630999876186,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,,,,,9,2,38,0,227.95096090005245,228.9512266999809,228.9512266999809,228.9512266999809,228.9512266999809,228.9512266999809,229.93437740008812,229.93437740008812,x,1,0.416582899983041,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,9,3,39,2,230.36759550007991,231.36739230004605,231.36739230004605,231.36739230004605,231.36739230004605,231.36739230004605,232.36706289998256,232.36706289998256,c,1,0.34375739993993193,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,,,,,10,0,40,1,232.7338625000557,233.73378970008343,233.73378970008343,233.73378970008343,233.73378970008343,233.73378970008343,234.7336744000204,234.7336744000204,v,1,0.47652869997546077,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-50,x,,,,,10,1,41,0,235.23364710004535,236.23346110002603,236.23346110002603,236.23346110002603,236.23346110002603,236.23346110002603,237.2332122999942,237.2332122999942,x,1,0.42723220004700124,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
150,v,,,,,10,2,42,1,237.6831630000379,238.68310690007638,238.68310690007638,238.68310690007638,238.68310690007638,238.68310690007638,239.6831904000137,239.6831904000137,v,1,0.4613072000211105,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
-150,z,,,,,10,3,43,3,240.16596430004574,241.16612670000177,241.16612670000177,241.16612670000177,241.16612670000177,241.16612670000177,242.16604530008044,242.16604530008044,z,1,0.31189439992886037,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
50,c,,,,,11,0,44,2,242.49919340002816,243.49918020004407,243.49918020004407,243.49918020004407,243.49918020004407,243.49918020004407,244.4993289000122,244.4993289000122,c,1,0.3235663999803364,082991,001,2022-10-07_22h35.06.882,Debolina_Tutorial 4,2022.2.2,60.080880896216605,
